Date / Time,City,State,Shape,Duration,Summary,Posted
10/1/06 20:18,Fall City,WA,Fireball,2 seconds,yellow/orange fireball leaving debris trail,10/30/06
10/1/06 17:00,Onion Creek,WA,Chevron,one minute,"i would not be entering this, but reading a report from obrien, ore. on oct 1, changed my mind... this summer has been full of surprise",12/7/06
9/29/06 19:40,Seattle,WA,Fireball,A few seconds,Fireball over Puget Sound,10/30/06
9/29/06 08:45,Yakima,WA,Other,5 min.,"ship over Hospital in Yakima, Wa. on September 29,2006",12/7/06
9/28/06 01:40,Shoreline,WA,Other,20 minutes,"To small to be a jet, not right for a private prop.",10/30/06
9/27/06 14:20,Waterville (east of),WA,Other,2-3 Seconds,Metallic Object Flying Close To Ridge Near Dry River Bed,10/30/06
9/26/06 03:56,Woodland,WA,,,"Report of a green/orange/white bright object due east of Woodland, Wa. It moves quickly up and down and then moved diagonally.On Se",10/30/06
9/25/06 20:37,Port Angeles,WA,Triangle,5-10 sec. each time.,Large triangular shaped object followed by smaller round lights in changing formations.,10/30/06
9/24/06 00:18,Wenatchee,WA,Chevron,15 seconds,Two pink/orange chevron shaped objects flying north with no sound.,10/30/06
9/23/06 19:10,Freeland,WA,Unknown,10 minutes,"A short, wide streak of light appeared in the sky with no visible craft, eventually disappearing north into the distance.",10/30/06
9/21/06 22:43,Goldendale (north of),WA,Light,2.5 seconds,Bright greenish white light falls directly in front and center sight of NB hwy 97 just before Yakima Indian Reservation,10/30/06
9/16/06 21:10,Everson,WA,Light,1.5 minutes,"object very dim, flaring to bright white, then back to dim. and maintaining a satellites speed.",10/30/06
9/11/06 19:00,Seattle,WA,,,http://www.king5.com/localnews/stories/NW_091106WABskylightKC.8ea7852f.html This is the news article. ((Contrail sighting.)),10/30/06
9/8/06 19:15,Spokane,WA,Changing,10 minutes,Slow object observed and video taped for approx. 10 minutes during daylight hours moving across the sky.,10/30/06
9/7/06 20:00,Vancouver,WA,Light,7 Minutes,"I noticed a very bright moon, took out my camera and snapped a few pictures, looks strange indeed. I was shaking at first but finally s",10/30/06
9/1/06 21:00,Snohomish,WA,Other,"1.5 to 2,5 seconds",tanto shaped long object with a matching smaller section at 2/3 rd the length on the bottom.,10/30/06
9/1/06 20:55,Yelm (east of),WA,Light,20 Seconds,"Very bright, unmoving object in eastern sky that suddenly faded to invisibility over about six seconds.",10/30/06
9/1/06 01:00,Kirkland,WA,Rectangle,5 sec,An open rectangle in the sky above Seattle,12/7/06
8/31/06 20:15,Onion Creek,WA,Light,30 sec.,"this is my second entry for august...an oddity- a light, as bright as the brightest star, traveling approx. 35 deg. off horizon in east",10/30/06
8/28/06 12:12,Mt. St. Helens,WA,Unknown,split second,Something streaking across the sky at 7000 ft elevation while riding my mt bike.,4/14/09
8/27/06 23:00,Federal Way,WA,Unknown,5 sec,Object with long green trail falling in Puget Sound Area.,10/30/06
8/27/06 21:45,Seatle,WA,Circle,8 sec,"Silent large white light changes to red dot shape, accelerates and vanishes before my eyes.",10/30/06
8/26/06 21:30,Fall City,WA,Light,~ 10-15 seconds,"Extremely bright, steady light moving across night sky. ((NUFORC Note: Possible sighting of ISS. PD))",10/30/06
8/25/06 12:00,Richland,WA,Light,1 minute,"A small silvery object seen go 0-5000 mph in a blink of an eye, in Richland Washington.",3/10/11
8/20/06 21:45,Onion Creek,WA,Flash,1 second,"TRACKING A FAINT SATELLITE, AND AN EMERGING FLASH!",10/30/06
8/19/06 22:00,Yakima,WA,Triangle,15 sec,"The object was slightly dim with reddish and white lights, It was stationary north for a few seconds and hovered slowly south towards Y",10/30/06
8/19/06 21:30,Tacoma,WA,Oval,5 to 7 seconds,"3 silent objects flying at extreme speed, first resembled tiny stars but loomed larger as out-of-focus, orange ""oval"" lights",10/30/06
8/19/06 16:00,Point Roberts,WA,Circle,15min,6-round white/silver object.s...3 in a triangle formation west/east direction,10/30/06
8/19/06 12:00,Trout Lake,WA,Cylinder,3 days,"UFO convention, Orbs caught on camera",10/30/06
8/18/06 21:30,Trout Lake,WA,Triangle,approx. 1 minute,"I was attending a three-day symposium at the Sattva Sanctuary near Mount Adams, a spiritual sanctuary that is known for its UFO sightin",10/30/06
8/18/06 21:30,Gold Bar,WA,Light,45 seconds,Super Bright Light over Gold Bar,10/30/06
8/18/06 21:27,Seattle,WA,Other,1-2 mins.,"Eradic moving, flashing light over West Seattle / Puget Sound.",10/30/06
8/18/06 12:00,Trout Lake,WA,,10 minutes,healing from an ET at Mt. Adams,10/30/06
8/15/06 19:15,Seattle,WA,Unknown,5 - 7 minutes,"small object sitting still above seattle, extremely far away, wavering a little",10/30/06
8/15/06 14:00,Trout Lake,WA,Flash,4 minutes,Bright strobe passes between viewers and Mt Adams then streaks skyward,2/1/07
8/15/06 13:30,Kennewick,WA,Sphere,10 minutes,"5 silver/white/gold spheres over Kennewick, Washington",10/30/06
8/15/06,Bellevue,WA,Unknown,4 to 5 seconds,I say a rectangular shape in the sky.,4/27/07
8/14/06 22:15,Wenatchee,WA,Fireball,< 1 second,"saw huge ""falling star""",10/30/06
8/14/06 00:00,Bainbridge Island,WA,Unknown,1+ hours,I was sitting on our deck facing west toward the Olympic Mtns looking for shooting stars when I noticed what I thought was just a brigh,10/30/06
8/13/06 21:18,Seattle,WA,Circle,1 minute,"Opalescent , round (40 ft - 12 meters in diameter) flying object spotted in Seattle-Northgate area",10/30/06
8/13/06 05:00,West Richland,WA,Circle,60 seconds,"Silent, fast moving, extremely bright orb crossed in front of the moon.",10/30/06
8/13/06 03:00,Everett,WA,Light,5 Minutes,"I got onto my apartment balcony which faces west on a slope, just wanted to check out the stars that night at aprox 3am, suddenly spott",10/30/06
8/12/06 21:50,Oak Harbor,WA,Unknown,10 min,"Bright light over bay (Oak Harbor, WA)",10/30/06
8/12/06 13:00,Kirkland,WA,Unknown,Short,"I saw a large rectangle hanging over north Seattle, WA",10/30/06
8/9/06 22:00,Yakima,WA,Light,2 minutes,"Light appears, dims and again appears, slowly moving due north.",10/30/06
8/6/06 02:00,Trout Lake,WA,Formation,2 min,triangle pattern of stars moving from South to North,10/30/06
8/5/06 05:00,Snohomish,WA,Circle,45 min,two witness large brilliant ring of lights over Snohomish Washington,10/30/06
8/3/06 00:00,George (at Gorge Amphitheater,WA,Light,15 - 20 Minutes,"UFO at a Dave Mathews concert at the Gorge in George, Wa.",10/30/06
8/3/06 00:00,George,WA,Light,a few minutes,"I witnessed a very bright star-like object in the sky after a Dave Matthews Band Show at the Gorge in George, WA",8/5/09
7/31/06 21:30,Seattle,WA,Fireball,10m+,"Fiery glow, moving in distance over Olympic Mountains",10/30/06
7/29/06 23:00,Yakima (on I-82),WA,Fireball,30 sec,"Big ball of fire coming down from the sky landed on I-82 near sunnyside,wa",1/10/09
7/29/06 07:07,Fife,WA,Disk,1/640 second,Three disk shaped objects in photo of Mt. Rainier,10/30/06
7/28/06 11:30,Ephrata,WA,Chevron,2 minutes,we saw a brownish red cheveron circling and coming to a complete stop.then it would do it again.then it darted north across the sky.,10/30/06
7/26/06 22:00,Seattle,WA,Light,4-5 minutes,,10/30/06
7/25/06 18:00,Bellevue,WA,Oval,15 minutes,object seen in sky chased away by military helicopter followed by a air force one sighting.,10/30/06
7/21/06 01:20,Vancouver,WA,Disk,nearly an hour,Saucer like object with clear red & blue lights,10/30/06
7/20/06 23:45,Kent,WA,Triangle,15seconds,"Kent,wa. duration-15sec. flying from east to west, Triangular, lights on the three tips, red light on the bottom, huge",10/30/06
7/20/06 10:32,Spokane,WA,Oval,approx 10-15 sec.,Reflective silver craft viewed in Spokane Washington,10/30/06
7/20/06 01:40,Bremerton,WA,Circle,25 mins,"stationary goldish round object with blue ,red,green and white lights ,30 degrees above horizon in western sky",10/30/06
7/19/06 13:15,Spokane,WA,Light,4-5 minutes,"Bright star like lights in north day time sky, Spokane Wa.",11/9/18
7/17/06 20:45,Kent,WA,Teardrop,4 min.,"On monday night at 8:45 PM, 7-17-06 in Kent, Wa., I was watching a jet plane flying overhead very low on it's approach to land at Boein",10/30/06
7/17/06 03:00,Gig Harbor,WA,Triangle,30 minutes,strange blue and red colored stars turn into a ufo triangle that twitches and shoots out 'stars',10/30/06
7/16/06 05:20,Seattle,WA,Rectangle,5:15,"I first noticed the object 3/4 of a mile north of my location, at which point what seemed to look like a vertical floating monolith. As",10/30/06
7/13/06 00:08,Yakima,WA,Fireball,3 sec,Something flew by E-WA,7/16/06
7/12/06 23:00,Hoquiam,WA,Triangle,1 minute,White lights to form a triangular shape with two red lights in the center floating low over a city block.,7/16/06
7/11/06 02:40,Oak Harbor,WA,Light,15 seconds,"Object fading out of sky, traveling south",7/16/06
7/9/06 09:30,Addy,WA,Unknown,10 min,have seen from calif. the space shuttle reentering for landing. Theese objects looked exactly the same. comming from west to east obser,7/16/06
7/8/06 22:30,Yakima,WA,Light,30 seconds,"While looking East and about 45 degrees up from horizon, saw a solid light traveling north at a very, very slow pace. It only lasted ma",7/16/06
7/8/06 01:45,Federal Way,WA,Changing,less than 1 min,Saw a blue floating orb outside my window that proceeded to explode emitting a LOUD sound,2/1/07
7/2/06,Bremerton,WA,Unknown,long enough,psns bright light high tech and very real,10/30/06
6/29/06 18:00,Seattle,WA,Disk,,Disk shaped object seen over the Space Needle in Seattle,7/16/06
6/29/06 10:30,Mountlake Terrace,WA,Light,5-10 minutes,"White, still object several miles up, disappeared & reappeared 10 degrees east, disappeared again.",7/16/06
6/27/06 00:15,Leavenworth,WA,Unknown,1 minute,"6/27/2006, approx. time 00:15AM, 12 miles east of Leavenworth, Washington at Ingalls Creek Road. Directly above, coming from wester",7/16/06
6/27/06,Olympia,WA,Light,2-3 minutes,glowing light travels slowly across the sky fades and then vanishes,7/16/06
6/24/06 12:00,Granite Falls,WA,Sphere,2 min,"My doughter went in the Post Office to check our mail, I was sitting in the car waiting for her to come back while waiting I happend t",7/16/06
6/22/06 01:30,Seatle,WA,Flash,2 min.,Unusual Flashing Light,7/16/06
6/17/06 18:00,Vancouver,WA,Disk,20 minutes,Clear or transparent 16 foot long 4 foot wide thing was 30 feet away slowly traveling towards the river while i visited mom~inla,6/23/10
6/16/06 23:45,Kirkland,WA,Light,1min,bright light followed by a series of other lit up objects,7/16/06
6/12/06 01:55,Issaquah,WA,Light,:01,"Two very bright ""stars"" briefly appeared in the southern sky",7/16/06
6/10/06 23:00,Seattle,WA,Light,30 seconds,2 Bright and VERY slow moving lights show up as brighter than any stars and disappear,7/16/06
6/10/06 21:40,Redmond,WA,Cylinder,5 seconds,"appeared to blend in with the sky moving at a high rate of speed as if it was in a stealth mode, transpearent.",7/16/06
6/10/06 00:00,College Place,WA,Light,20 minutes,12 or 13 amber lights seen moving from no. to so. one above the other over a wide area 20 mins. and slowly went out,7/16/06
6/7/06 10:37,Spokane,WA,Changing,2 hours,"Noticed a pulsating star which looked liked Sirius, only it was to the far North.",7/16/06
6/5/06 22:00,Yakima,WA,Light,all my life,"You do realize that you could be working for a living, right? ((NUFORC Note: Comment from skeptic. PD))",7/16/06
6/5/06 11:45,Vancouver,WA,Light,15,Moving and shifting star-like object seen over Vancouver WA in conjunction with strange cloud formations.,7/16/06
5/31/06 00:00,Mukilteo,WA,Changing,now,red and blue flashing light west of mount ranier,7/16/06
5/20/06 09:45,Seattle,WA,Unknown,01,4 white objects west of Seattle,7/16/06
5/19/06 18:00,Seattle,WA,Circle,30 minutes,"silver round object,size of a small van",7/16/06
5/16/06 13:25,Lynnwood,WA,Rectangle,15 minutes,"A bright light caught my eye in the sky to the west. It seemed to hover in circles. I went to get binoculars, 6x30, & located object",7/16/06
5/11/06 12:00,Long Beach,WA,Sphere,30-45 seconds,"Fast-moving glowing, gyrating shpere.",5/15/06
5/8/06 15:00,,WA,Other,15 minutes,"Black V, almost boomerang shape object slowly ascending into the sky, high enough to be out of sight.",5/15/06
5/7/06 12:20,Amboy,WA,Oval,5 to 7 minutes,"I was driving to school I saw a big odject coming from left to right on the big mounth I did stop my car when aout of the car, I did th",5/13/12
5/7/06 09:30,Spokane,WA,Disk,5min,"two obects ,huge ,very high,moving west to east slowly stopped briefly appeared to intercept a smaller object then moved vertically ou",2/1/07
5/2/06 21:25,Redmond,WA,Triangle,2 minutes,"Craft over Redmond, Wa - 3 lights flashing moving south east. Very large craft.",5/15/06
5/2/06 00:15,Tacoma,WA,Triangle,7 seconds,((HOAX??)) 1 ship above bose elementary 3 lights on the ends.,11/28/07
4/30/06 21:25,Yakima,WA,Light,3-5 min,Observed a single non-blinking bright light traveling from West to East at approx 9:35 pm. ((NUFORC Note: ISS at 21:25 hrs.. PD)),5/15/06
4/30/06 00:15,Walla Walla,WA,Circle,10 minutes,"Objects appear in the sky in triangular formation, move at unbelievable speeds and percision. Make no sounds except when dropping stuff",5/15/06
4/29/06 23:45,La Center,WA,Formation,2 minutes,Pairs of bright amber lights over Portland moving in formation,10/30/06
4/29/06 13:55,Vancouver,WA,Triangle,:10,"April 29, 2006: 3 black trangles observed flying slowly east over Vancouver, WA. Time 13:55-14:05.",5/15/06
4/29/06 00:30,College Place,WA,Circle,3 minutes,Two orange objects seen in eastern washington sky,5/15/06
4/28/06 20:04,Yakima,WA,Cigar,2 minutes,"cigar-shaped object photographed on both the western and eastern horizon. 9 photos,2 sightings,1 object.",2/1/07
4/25/06 09:30,Mukilteo,WA,Disk,2 min,"Departing KPAE Paine, Everett at approx 09:30 on 777, we notice 3 gray whales off the southern tip of wibley island. While turning to",5/15/06
4/24/06 23:15,Yakima,WA,Light,10 minutes,Light....duration 10-15 minutes,5/15/06
4/24/06 00:36,Dallesport,WA,Changing,40 min.,egg-shaped UFO in south central Washington looked like a carnival ride in the sky,5/15/06
4/23/06 21:30,Bremerton,WA,Other,1/2 second,"Dissapearing Star? ((NUFORC Note: Flare from an Iridium satellite, we suspect. PD))",5/15/06
4/22/06 22:10,Renton,WA,Light,5 seconds,"driving home around 10ish. I looked up into the sky and saw a bright light hovering. Just as quickly as I saw it, it flew away at a t",5/15/06
4/22/06 17:10,Lake Stevens,WA,Unknown,2 minutes,"Daylight object, too small to be commercial aircraft at altitude, moved slowly west, paused, moved further west, then south.",5/15/06
4/16/06 19:40,Seattle,WA,Circle,20- 30 seconds,"8 orange glowing round objects moving east to west in the same pattern, Seattle, Washington",5/15/06
4/14/06 20:00,Shoreline (Seattle),WA,Egg,5 sec,"a large orange egg traveling at eye blinking speed thru the S.W sky, seemed to attract three smaller ogjects to it.",5/15/06
4/6/06 21:15,Kirkland,WA,Unknown,15 minutes,Five pulsing lights were present in the night sky.,5/15/06
4/6/06 01:00,Sammamish,WA,Circle,3 seconds,streak in sky,5/15/06
4/1/06 23:00,Hanford Nuclear Reservation,WA,Light,30 minutes,"Unusual activity at Hanford Nuclear Reservation,WA",8/24/10
3/31/06 01:00,Pullmam,WA,Disk,1 hour,A metal disk 'blinking'moving up and down.,10/8/07
2/8/06 00:00,Granite Falls,WA,Disk,15-20 minutes,"The UFO hovered over house, hurt me and flew away",7/16/06
1/21/06 22:00,Pe Ell,WA,Unknown,25 minutes,Brilliant blue light hovers and disappears near small forest town,2/1/07
1/5/06,Pasco,WA,,,"Hi Peter, Just finished listening to your radio broadcast on the O'Hare sighting. Since this occured in November and everone has a cam",2/1/07
12/16/05 21:30,Spokane,WA,Fireball,15 sec,fireball fizzel out and resparks later from same spot,6/12/07
11/5/05 18:30,Bellingham,WA,Disk,20 min,I saw a military disc shaped craft hovering low over a house on Bennett Drive.,4/27/07
10/21/05 07:00,Auburn,WA,Circle,40 seconds,Silent Daytime Disc Disappears When Just Out Of Sight. Prior to recalling abduction.,5/4/18
10/15/05 22:00,Seattle,WA,Cylinder,1.5 min,Cylindrical object hovering past my car at close range,4/27/07
10/15/05,Spanaway,WA,Oval,1:30 min,cloud inhaler,5/15/06
8/15/05 21:30,Marysville,WA,Other,several minutes,"""Satellite"" does zigzag and conecntric circle course changes, then disappears at high speed.",11/28/07
8/15/05 11:00,Olympia,WA,Unknown,5 minutes,"""Satellites"" dance in the night sky.",10/8/07
8/15/05 03:00,Bellingham,WA,Fireball,15 minutes,Amber lights on trail.,12/12/11
8/1/05 03:30,Bellingham,WA,Other,20 minutes,Column of light -with Amber & Yellow beams within it(like a information or energy gathering satilite device),5/12/09
7/16/05 01:00,Pullman,WA,Oval,1hour 30 min.,A disk in the field moving up and down.,10/8/07
7/12/05 13:00,Lakeland,WA,Other,10 seconds,"I was skating in lakeland WA, at the community center, and I put my camera on the ground to film, it was tilting facing up towards a st",4/13/10
6/21/05 00:00,Vancouver,WA,Circle,30-40 seconds,"There were 3 brilliantly red objects in the form of a triangle. They moved into a straight line and as fast as ever, they moved in all",4/13/10
6/19/05 06:17,Bellevue,WA,Oval,4 Minutes,"LIT CIGAR SHAPE, SIDE VIEW- OVEL SPOON SHAPE, TOP, BOTTOM VIEW- ORBED TRAILING TAIL,BELIEVED FL CRASH LANDED UFO",11/28/07
6/15/05 11:30,Harrington (5 miles west of),WA,Diamond,3 minutes,"Two adult males witness a large, fast-moving diamond-shaped craft in the morning sky.",7/5/08
6/15/05 02:30,Kent,WA,Circle,Early morning,Cicle object over Washington state all different colors along the bottom,10/30/06
5/15/05 03:00,Edmonds,WA,Unknown,1min+/-,"Glow on porch and two beings plus a ""man""",8/7/07
5/5/05 16:00,Spokane,WA,Fireball,30 minutes,"Dozens of free Flying Stars over Spokane on sunny afternoon, taking triangular formations. White and Red Pulsing.",5/15/13
4/9/05 20:00,Oak Harbor,WA,Formation,0:07,silver formashon over oak harbor wa.,7/5/08
4/7/05 13:30,Lake Stevens,WA,Egg,30,Object vanished behind a tree.,4/4/14
1/4/05 02:00,Bellevue,WA,Sphere,2 minutes,SMALL SPARKLY WHITE SPHERICAL UFO--CLOSE PROXIMITY TO HOUSE 2AM 4 JANUARY 2005 SILENT,5/29/12
11/8/04 20:00,Ritzville (near; on I-90),WA,Triangle,5-10 minutes,triangular shaped object that had a bright blue/purple light that flashed,10/30/06
8/20/04 11:00,Tukwila/Renton,WA,Light,2 minutes,i saw four balls of light moving slowly. i turned my head to tell my friend and they were gone.same thin a few days later,12/7/06
7/20/04 23:00,Everett/Marysville,WA,Light,5 min,"bright hovering lite illuminating 50 sq miles over marysville, wa in july 2004. daylight at night.",7/5/08
7/9/04 03:45,Bremerton,WA,Light,90 seconds,"Aug 4 at 6:34 PM I SAW A STARSHIP! It was July 9, 2004. I had just pulled into my driveway, facing East, between 3:30 and 4 AM! I",8/10/18
6/30/04 19:00,Ridgefield,WA,Light,30 seconds,"Moving light in sky, flashes and causes sky to give the effect of rippling by Ridgefield, WA.",12/12/09
6/19/04 23:30,Loomis (closest town),WA,Light,4 sec,Two Bright White Lights In North Central Wa State,8/7/07
6/5/04 13:00,Arlington,WA,Other,5 minutes,My wife and I witnessed a dark shadow moving down our sidewalk when nothing was there to make a shadow for an entire block.,7/5/19
6/4/04 02:30,Lynnwood,WA,Fireball,FIREBALL FLASH,Fireball flash over Seattle. ((NUFORC Note: Report of probable meteor over Seattle. PD)),3/10/11
6/1/04 18:00,Spanaway,WA,Changing,About half an hour,"The outside rim of the objects seemed to wave all around like a fish's tail would, its very hard to describe.",4/27/07
5/1/04 21:00,Elk,WA,Triangle,10 minutes,Triangles and helicopters give chase,2/7/14
4/15/04 14:00,Vancouver,WA,Sphere,2 minutes,I was driving on the highway and i looked to my right and saw a bright sphere changing colors from white to green to blue. It then move,7/16/06
4/13/04 19:00,Anacortes,WA,Fireball,,6-9 bright circular orange balls in triangle formation shoot across the sky. only lasted about 5 seconds,3/4/08
10/15/03 20:30,Aberdeen,WA,Disk,15 sec,Dark colored semi-disked shaped craft flew over Aberdeen Wa.,12/12/09
10/3/03 18:20,Burien,WA,Disk,seconds,Random Photo taken at traffic light reveals UFO?,10/14/13
9/15/03 01:00,PortTownsend,WA,Circle,1hour+,"White light, zig zagged across the sky, shot out, stopped then started to blink in colors.",10/30/06
8/1/03 22:00,Granite Falls,WA,Circle,90 minutes,Strange lights near Mt. Pugh.,8/7/07
7/10/03 20:00,Airway Heights,WA,Sphere,45 minutes,Orange sphere of light hovering several hundred feet above Fairchild Airforce Base.,2/14/10
7/1/03 02:30,Seattle,WA,Teardrop,1O MINUTES,GREEN GLOWING OVAL WITH TAIL,12/7/06
6/8/03 20:00,Everett,WA,Diamond,20 Minutes,Diamond Shaped Craft,4/13/10
5/15/03 08:30,Stanwood,WA,Circle,1 minute,Sighting of highly unusual flying object in daylight with excellent viewing conditions in vicinity of jet airliner.,8/5/09
9/21/02 07:30,Snohomish,WA,Circle,7 minutes,Driving down the road I pulled over because I was astonished of these three lighted orbs acting in a way I have never seen before. Ther,11/5/20
9/2/02 19:02,Spokane,WA,Other,30minutes,a black box object,11/28/07
7/15/02 01:00,Moxee,WA,Light,5 seconds.,Bright Light Over Yakima County,7/4/12
6/16/02 20:30,Olympia,WA,Other,5-10 minutes,"Four adults couldn't identify an object that flew over Olympia Washington June 16, 2012.",7/4/12
5/12/02 21:30,Clarkston,WA,Other,~15 min.,Large soundless glowing orange thing that looked like two halves hooked together with a metallic cylinder.,4/27/07
3/18/02 23:00,Lacey,WA,Unknown,10 seconds,((HOAX??)) 2 Slow moving red orbs desapearing right under the trees ((anonymous report)),3/23/18
9/20/01 23:00,Renton,WA,Flash,1 second,Large White Flash above Renton,4/14/09
9/1/01 19:00,Gig Harbor,WA,Cigar,2 min,blue silicon craft - cigar shape - est. size length of football field - white light radiating from mid point in length of craft,3/19/09
8/1/01 12:00,Federal Way,WA,Disk,90 seconds,Slow speed with no attempt to cloak their presence or any apparant concern of being noticed.,8/15/14
4/15/01 14:30,Hanford Nuclear Reservation,WA,Sphere,3 min,Brilliant perfect silver sphere in broad daylight.,6/12/08
4/15/01 10:30,Soap Lake,WA,Triangle,1 to 1-1/2 min,"Several white, noiseless, triangular objects, no lights, sighted in North Central Washington State",12/12/09
4/1/01 21:00,Woodland,WA,Oval,10 seconds,A bright white light that zipped away and within an instant disappeared,10/30/06
4/1/01 03:30,Port Angeles,WA,Unknown,5 Minutes,Sighting of a UFO that could not be explained by a physics professor / pilot.,8/27/09
2/1/01 05:45,Bellevue,WA,Circle,1 hour,3 hovering lights above Lake Washington,4/27/07
10/10/00 22:00,Port Orchard,WA,Diamond,1min,One night my window started to flash,5/12/09
9/15/00 02:30,Harrington,WA,Rectangle,15 minutes,"Very slow moving huge black triangle shaped object, no sound, crosses in front of me.",1/10/09
7/16/00 09:00,Issaquah,WA,Changing,1..45,"I live in Issaquah Washington and viewed the following around the middle of July 2006. Standing in my living room,we have a panaram",10/30/06
7/1/00 19:00,Bellingham,WA,Triangle,unknown,"Drove up to Triangle craft hovering in front/above farmhouse next to county road, at one point was above our car.",1/31/11
6/30/00 12:00,Auburn,WA,Circle,30 seconds,Stopped at red light at 15th st. and Auburn way No. Waiting for light to change and noticed through my car window a chrome colored cir,9/11/15
6/15/00 23:11,Seattle,WA,Other,~25 seconds,"UFO seen crossing I-5 Ship Canal Bridge from East to West (shaped like a rowboat, iridescent orange, with a small blue light at front)",5/13/12
6/1/00 23:00,Buckley,WA,Disk,30 seconds,"Gigantic craft appears over Buckley, WA. then vanishes in silence.",10/31/08
6/1/00 01:00,Auburn,WA,Oval,25 seconds,"Craft appears over Auburn,WA. then speeds away as quickly as it came.",10/31/08
1/5/00,Spokane,WA,,1min.,"i saw three beings about 4ft tall looking into a cars window. they spotted my dog an i walking toward them.they lined up, one behind th",2/14/10
11/1/99 18:00,Ephrata,WA,Triangle,20 minutes,Two different UFO craft seen at same time about 3 miles apart.,11/6/15
9/30/99 21:00,Aberdeen,WA,Triangle,5 minutes,"UFO seen - Giant, seven lights, slow, low, very loud low pitch roar, traveled over town.",4/27/07
8/15/99 23:00,Spokane,WA,Light,10 minutes,Saw a light similar to a star that darted around the sky in straight lines.,8/5/12
8/15/99 18:50,Vancouver,WA,Unknown,10 min,"Sighting near Vancouver, Washington/Portland Oregon in August of 1999",8/7/07
8/13/99 23:00,Vancouver,WA,Oval,20min,other reports similar to ours in Vancouver Wa. but ocurring in Wisconsin and Iowa. three rotating green orbs emitting light beams acro,10/10/11
8/5/99 01:30,Spokane,WA,Triangle,5-10 min.,"Triangular shaped UFO silently flies over Spokane, Wa. August 5th, 1999",3/4/08
7/7/99 16:30,Seattle,WA,Light,20 minutes,Star Wars blows up incoming.,1/10/14
6/10/99 03:00,Davenport,WA,Sphere,5 minutes,Spherical object following power lines and sounded like a hot air balloon.,2/7/19
6/1/99 20:15,Spokane,WA,Light,3 min,"Silent erratic lights cross dry non-traversable lakebed, then chase observer at high speeds.",1/31/11
6/1/99 12:00,Renton,WA,Disk,1 minute,it was a smooth silverish metallic object shaped like a dome- not exactly a saucer or disk- but a dome.,1/31/11
6/1/99 01:00,Gig Harbor,WA,Circle,hours,"All of the above accounts were of round, bright white lights",7/4/12
5/15/99 05:45,Airway Heights (rural; N of Fairchild AFB),WA,Disk,10-15 minutes,"Saucer flashes white light rapidly, hovers over nearby railroad tracks, then swiftly disappears, chased by military aircraft.",3/10/17
9/20/98 14:00,Tukwila,WA,Sphere,15 minutes,Four lustrous orbs sighted over Burien,6/12/08
6/15/98 21:00,Bellingham,WA,Light,2 seconds,Strange Light In Sky That Did Not Follow Any Rules Of Astrophysics That I Was Familiar With!,7/31/20
6/1/98 16:30,Colville,WA,Other,2 seconds,"Halogen like dual lights race across highway, taking 90 degree turn north.",3/19/09
6/1/98 10:00,Ellensburg,WA,Light,8 seconds,10/10/1998 Bright white light moving very fast,3/19/09
11/14/97 22:00,Stevens Pass,WA,Disk,15-20 seconds,Not Man Made. Way too Big. No Sound. No wave of air after it passed. I felt visited and very lucky. ((NUFORC Note: Many other repo,1/12/17
11/14/97 21:00,Seattle,WA,Diamond,5 minutes,"Massive, fiery, black diamond with perfect straight edges hovers over hillside in Seattle",8/4/17
11/14/97 21:00,Gig Harbor,WA,Formation,4-5 minutes,"UFO sighting Gig Harbor Washington Nov. 14 1997. ((NUFORC Note: Many, many reports of this dramatic event. PD))",3/10/11
11/14/97 21:00,McCleary,WA,Unknown,<10 minutes,"My mother and I witnessed an incident directly before the first McCleary exit coming from Elma. It happened on November 14, 1997. I re",5/14/19
11/14/97 20:00,Lynnwood,WA,Oval,5-6 minutes,"1 slow but steady-moving 'cruise ship sized' object w/lights moving from WEST to EAST, & NOT toward Pac. Ocean",3/26/15
11/14/97 20:00,Edmonds,WA,Unknown,10 minutes,Sighted UFO which appeared to be a stadium sized craft with hundreds of windows,5/1/20
10/20/97 08:45,Gig Harbor,WA,Light,30 seconds to 1 minute,I saw my first UFO when I was on my way to school as a child.,12/12/11
10/15/97 20:00,Rosburg,WA,Triangle,3-4 minutes,Triangular shaped object.,7/19/10
9/15/97 20:00,Kent,WA,Sphere,5 minutes,Was looking thru a telescope at the moon in 1997 month is not exact. However my cousin and I were looking at the moon with a telescope.,3/17/17
9/15/97 20:00,Bellevue,WA,,1 hour,Phone call from a purported alien living on earth willing to share his views re: himself and our civ.. ((NUFORC Note: See Note. PD)),7/28/10
7/10/97 01:30,Puyallup,WA,Unknown,15 minutes,Blinding green light lit up my bedroom with the blinds fully closed..with no noise.,11/21/10
6/15/97 21:00,Seattle,WA,Triangle,1 min,"Saw triangle craft, news report says space junk, not from my angle.",6/12/08
6/1/97 23:00,Shoreline,WA,Triangle,10 min,"its been 10 years, did anybody else see what i saw in shoreline washington",4/17/08
10/6/96 13:00,Duvall,WA,Triangle,,Secret Base in the Cascades ((NUFORC Note: We doubt it. PD)),7/10/10
9/15/96 21:00,Forks,WA,Unknown,15 minutes,"In 1996 I was at my daughters in forks washington. about 9 p.m. i steped outside to smoke, i was looking at the stars, it's usualy clou",8/5/12
9/15/96 20:45,Creston,WA,Unknown,Unknown,Abduction Fall 1996,8/5/09
